reporting_lag,amount,mule_hops,dist_km,past_cases,crime_type,target_cashout
8,85000.0,2,2.14,7,UPI Fraud,1
28,50000.0,4,0.15,7,Job Scam,1
4,20000.0,1,1.69,10,Card Fraud,1
30,25000.0,1,2.62,7,UPI Fraud,0
69,15000.0,1,1.2,12,UPI Fraud,0
19,40000.0,1,0.96,8,Card Fraud,0
22,75000.0,2,0.74,11,Phishing,1
15,25000.0,1,4.04,9,UPI Fraud,0
27,120000.0,2,0.9,5,Job Scam,0
18,48000.0,1,0.26,4,UPI Fraud,1
23,120000.0,2,1.0,7,UPI Fraud,1
8,150000.0,3,3.62,9,Phishing,1
10,8000.0,1,1.73,12,UPI Fraud,1
14,15000.0,3,1.34,6,UPI Fraud,1
7,48000.0,2,0.44,4,UPI Fraud,1
46,2000000.0,5,0.48,16,Investment Scam,1
13,45000.0,2,4.66,9,Phishing,0
14,8000.0,1,0.74,9,UPI Fraud,1
31,85000.0,2,3.24,7,UPI Fraud,0
46,120000.0,3,0.94,6,Job Scam,0
12,20000.0,1,1.05,7,Card Fraud,1
19,40000.0,2,0.62,7,Card Fraud,1
23,85000.0,1,1.22,10,UPI Fraud,0
14,250000.0,3,2.14,13,Job Scam,1
56,850000.0,3,1.48,17,Job Scam,0
132,50000.0,3,1.57,8,Job Scam,0
9,25000.0,2,0.79,10,UPI Fraud,1
10,150000.0,1,2.68,7,Phishing,1
17,15000.0,1,0.23,9,UPI Fraud,1
17,20000.0,3,0.98,9,Phishing,1
36,150000.0,2,0.92,8,Investment Scam,0
98,150000.0,2,0.49,12,Phishing,0
17,15000.0,1,0.95,9,UPI Fraud,0
28,50000.0,3,2.31,8,Job Scam,0
59,850000.0,3,1.05,7,Job Scam,0
10,45000.0,2,4.04,10,Phishing,1
50,120000.0,1,1.25,11,UPI Fraud,0
26,150000.0,4,0.91,8,Investment Scam,1
13,85000.0,1,0.34,11,UPI Fraud,1
3,40000.0,1,0.21,8,Card Fraud,1
32,120000.0,2,0.16,13,UPI Fraud,1
21,120000.0,1,0.68,5,UPI Fraud,1
6,25000.0,1,0.54,12,UPI Fraud,1
73,15000.0,1,1.62,6,UPI Fraud,0
18,48000.0,2,2.18,12,UPI Fraud,0
59,25000.0,1,0.22,9,UPI Fraud,0
13,8000.0,1,0.91,11,UPI Fraud,1
73,20000.0,1,1.02,8,Phishing,0
12,10000.0,1,0.36,11,Card Fraud,1
75,75000.0,1,0.73,8,Phishing,0
24,85000.0,1,0.43,10,UPI Fraud,1
15,85000.0,1,2.21,7,UPI Fraud,1
30,15000.0,2,1.18,8,UPI Fraud,0
51,8000.0,2,3.25,4,UPI Fraud,0
18,48000.0,2,2.37,5,UPI Fraud,0
66,150000.0,2,0.84,10,Investment Scam,0
49,25000.0,2,1.77,7,UPI Fraud,0
89,20000.0,1,0.65,12,Phishing,0
8,40000.0,1,4.74,11,Card Fraud,1
60,300000.0,3,2.05,13,Investment Scam,0
9,85000.0,2,0.33,14,UPI Fraud,1
59,15000.0,1,1.51,11,UPI Fraud,0
13,8000.0,2,0.19,5,UPI Fraud,1
14,48000.0,2,1.0,9,UPI Fraud,1
124,2000000.0,4,1.28,14,Investment Scam,0
30,500000.0,4,0.97,6,Job Scam,1
28,850000.0,3,1.65,11,Job Scam,1
30,8000.0,2,1.55,11,UPI Fraud,0
6,50000.0,1,3.09,14,Card Fraud,1
22,48000.0,1,0.7,6,UPI Fraud,0
4,85000.0,2,0.7,12,UPI Fraud,1
31,48000.0,1,0.34,5,UPI Fraud,0
11,75000.0,1,0.42,14,Phishing,1
22,48000.0,3,2.51,6,UPI Fraud,0
16,45000.0,2,3.81,8,Phishing,0
38,850000.0,4,0.25,7,Job Scam,1
20,15000.0,2,0.93,10,UPI Fraud,0
29,48000.0,1,0.42,11,UPI Fraud,0
22,120000.0,3,1.29,15,Job Scam,1
6,100000.0,1,1.48,7,Card Fraud,1
23,15000.0,2,3.66,10,UPI Fraud,0
64,2000000.0,3,0.98,6,Investment Scam,0
29,15000.0,1,2.07,9,UPI Fraud,0
146,500000.0,3,1.89,2,Job Scam,0
35,15000.0,1,1.24,9,UPI Fraud,0
100,150000.0,4,0.87,9,Investment Scam,0
6,50000.0,1,2.06,14,Card Fraud,1
35,25000.0,2,1.36,11,UPI Fraud,0
41,2000000.0,4,0.88,9,Investment Scam,1
21,150000.0,2,2.51,12,Phishing,0
15,120000.0,1,0.63,8,UPI Fraud,1
17,25000.0,3,0.41,12,UPI Fraud,1
8,25000.0,3,1.0,11,UPI Fraud,1
74,850000.0,3,1.0,8,Job Scam,0
12,15000.0,2,1.38,5,UPI Fraud,1
97,100000.0,2,1.76,4,Card Fraud,0
21,120000.0,2,0.74,8,UPI Fraud,1
17,85000.0,2,3.08,9,UPI Fraud,1
70,250000.0,3,1.78,15,Job Scam,0
20,45000.0,2,1.73,5,Phishing,0
36,20000.0,1,1.05,16,Card Fraud,0
77,2000000.0,4,5.76,5,Investment Scam,0
46,8000.0,2,0.15,11,UPI Fraud,1
25,300000.0,5,2.15,4,Investment Scam,1
129,850000.0,4,0.16,4,Job Scam,1
138,300000.0,3,1.7,14,Investment Scam,0
5,15000.0,2,0.32,6,UPI Fraud,1
16,120000.0,2,3.74,9,UPI Fraud,1
55,2000000.0,4,2.22,11,Investment Scam,0
226,300000.0,3,0.31,5,Investment Scam,1
8,15000.0,2,1.72,8,UPI Fraud,1
10,8000.0,1,3.84,15,UPI Fraud,1
68,25000.0,3,2.72,12,UPI Fraud,0
86,15000.0,3,1.08,7,UPI Fraud,0
21,15000.0,1,1.93,10,UPI Fraud,0
31,2000000.0,4,3.54,9,Investment Scam,0
10,100000.0,2,0.97,8,Card Fraud,1
90,600000.0,3,0.68,7,Investment Scam,0
33,15000.0,1,1.3,11,UPI Fraud,0
54,50000.0,2,0.42,9,Card Fraud,1
3,20000.0,2,1.36,5,Card Fraud,1
20,48000.0,3,1.87,8,UPI Fraud,0
10,20000.0,1,1.45,6,Card Fraud,1
45,850000.0,3,2.55,11,Job Scam,0
51,48000.0,2,0.72,3,UPI Fraud,0
15,15000.0,1,1.75,6,UPI Fraud,0
27,25000.0,2,1.81,11,UPI Fraud,0
143,850000.0,3,0.61,7,Job Scam,0
58,48000.0,1,1.43,10,UPI Fraud,0
42,120000.0,2,0.28,11,Job Scam,1
28,300000.0,3,0.55,13,Investment Scam,1
74,250000.0,3,0.72,7,Job Scam,0
89,15000.0,2,2.88,11,UPI Fraud,0
21,8000.0,2,1.53,9,UPI Fraud,0
74,48000.0,1,1.29,5,UPI Fraud,0
7,8000.0,1,0.73,9,UPI Fraud,1
67,600000.0,4,0.73,11,Investment Scam,1
22,75000.0,1,1.09,4,Phishing,0
28,100000.0,1,0.22,11,Card Fraud,1
13,120000.0,3,0.57,7,UPI Fraud,1
46,75000.0,3,0.73,11,Phishing,1
46,45000.0,1,0.9,5,Phishing,0
107,50000.0,1,0.7,6,Card Fraud,0
52,2000000.0,3,0.8,10,Investment Scam,0
90,120000.0,3,2.27,13,UPI Fraud,0
52,850000.0,3,1.72,6,Job Scam,0
70,1200000.0,3,0.26,9,Investment Scam,1
33,10000.0,1,1.18,11,Card Fraud,0
5,85000.0,2,0.46,8,UPI Fraud,1
8,10000.0,2,2.16,6,Card Fraud,1
34,85000.0,2,1.22,11,UPI Fraud,0
172,150000.0,1,0.26,10,Phishing,0
38,2000000.0,2,1.01,11,Investment Scam,0
3,20000.0,1,0.89,9,Card Fraud,1
43,120000.0,2,0.47,10,Job Scam,1
4,48000.0,1,1.7,12,UPI Fraud,1
17,10000.0,1,0.21,9,Card Fraud,1
7,20000.0,2,2.17,10,Card Fraud,1
4,120000.0,2,1.64,6,UPI Fraud,1
36,20000.0,1,1.46,14,Phishing,0
14,40000.0,1,0.29,2,Card Fraud,1
14,15000.0,2,0.8,9,UPI Fraud,1
44,150000.0,2,0.34,11,Investment Scam,1
22,15000.0,1,0.21,6,UPI Fraud,1
43,2000000.0,4,0.35,8,Investment Scam,1
21,85000.0,2,2.87,5,UPI Fraud,0
34,8000.0,2,3.16,9,UPI Fraud,0
49,500000.0,3,0.28,8,Job Scam,1
46,250000.0,3,2.92,10,Job Scam,0
47,1200000.0,3,0.71,6,Investment Scam,0
9,48000.0,2,1.24,8,UPI Fraud,1
16,120000.0,2,0.66,12,Job Scam,1
18,75000.0,2,4.72,7,Phishing,0
15,85000.0,2,0.88,11,UPI Fraud,1
98,150000.0,3,0.84,17,Investment Scam,0
23,8000.0,2,0.44,10,UPI Fraud,1
47,300000.0,2,5.51,9,Investment Scam,0
33,20000.0,2,2.9,10,Phishing,0
5,8000.0,2,1.24,8,UPI Fraud,1
21,25000.0,1,2.49,3,UPI Fraud,0
43,100000.0,1,1.49,11,Card Fraud,0
52,25000.0,2,0.92,9,UPI Fraud,0
8,120000.0,2,0.16,15,UPI Fraud,1
8,20000.0,2,0.95,9,Card Fraud,1
14,250000.0,3,0.27,7,Job Scam,1
5,15000.0,2,0.64,6,UPI Fraud,1
6,48000.0,1,2.61,11,UPI Fraud,1
36,300000.0,3,2.13,9,Investment Scam,0
29,48000.0,2,0.9,14,UPI Fraud,0
33,85000.0,1,3.18,9,UPI Fraud,0
20,15000.0,3,0.63,12,UPI Fraud,1
16,120000.0,3,1.79,11,UPI Fraud,1
38,25000.0,3,1.25,8,UPI Fraud,0
6,120000.0,1,1.7,7,UPI Fraud,1
94,150000.0,4,0.58,15,Investment Scam,1
6,120000.0,2,0.57,10,UPI Fraud,1
51,150000.0,5,2.04,5,Investment Scam,0
94,45000.0,2,0.78,9,Phishing,0
12,45000.0,2,1.18,8,Phishing,1
198,300000.0,4,3.82,9,Investment Scam,0
42,150000.0,5,1.03,14,Investment Scam,1
83,25000.0,2,0.4,12,UPI Fraud,0
289,2000000.0,2,0.34,5,Investment Scam,0
61,500000.0,4,0.97,5,Job Scam,0
38,45000.0,1,0.79,15,Phishing,0
16,15000.0,3,0.7,11,UPI Fraud,1
86,100000.0,1,2.26,6,Card Fraud,0
38,120000.0,2,0.78,4,UPI Fraud,0
28,500000.0,3,0.85,10,Job Scam,1
21,45000.0,1,0.46,9,Phishing,0
15,15000.0,1,0.45,14,UPI Fraud,1
40,150000.0,4,2.88,13,Investment Scam,0
25,8000.0,2,0.73,10,UPI Fraud,0
45,2000000.0,4,0.74,8,Investment Scam,1
4,120000.0,2,0.67,12,UPI Fraud,1
184,1200000.0,2,0.66,5,Investment Scam,0
9,45000.0,2,1.15,8,Phishing,1
4,120000.0,3,0.19,14,UPI Fraud,1
32,85000.0,2,0.68,10,UPI Fraud,1
21,20000.0,1,3.08,9,Card Fraud,0
11,25000.0,2,0.44,6,UPI Fraud,1
59,8000.0,2,0.34,8,UPI Fraud,0
52,120000.0,2,0.17,13,UPI Fraud,1
6,48000.0,2,1.99,8,UPI Fraud,1
18,45000.0,3,0.28,7,Phishing,1
14,50000.0,1,1.27,13,Card Fraud,1
8,100000.0,1,1.64,9,Card Fraud,1
23,15000.0,2,0.19,10,UPI Fraud,1
7,15000.0,1,1.23,7,UPI Fraud,1
30,20000.0,3,1.28,12,Phishing,0
16,20000.0,2,0.37,12,Card Fraud,1
14,120000.0,2,0.69,13,UPI Fraud,1
62,25000.0,3,3.6,11,UPI Fraud,0
6,15000.0,2,0.25,9,UPI Fraud,1
33,8000.0,1,1.74,10,UPI Fraud,0
18,75000.0,2,0.23,12,Phishing,1
33,48000.0,3,5.01,17,UPI Fraud,0
16,100000.0,1,0.59,5,Card Fraud,1
8,45000.0,3,1.82,10,Phishing,1
9,120000.0,2,1.64,8,UPI Fraud,1
45,100000.0,1,0.36,13,Card Fraud,1
6,120000.0,2,5.11,3,UPI Fraud,1
18,45000.0,1,0.37,10,Phishing,1
111,300000.0,2,3.07,9,Investment Scam,0
26,150000.0,3,0.15,8,Investment Scam,1
62,300000.0,3,4.23,13,Investment Scam,0
41,300000.0,5,3.54,8,Investment Scam,0
19,8000.0,2,3.31,12,UPI Fraud,0
5,40000.0,1,3.38,10,Card Fraud,1
35,500000.0,2,0.24,3,Job Scam,1
59,20000.0,2,2.28,12,Phishing,0
20,10000.0,2,1.13,9,Card Fraud,0
25,85000.0,2,1.0,12,UPI Fraud,1
94,10000.0,2,2.17,5,Card Fraud,0
6,48000.0,1,4.38,9,UPI Fraud,1
62,500000.0,2,1.69,6,Job Scam,0
12,48000.0,2,1.48,6,UPI Fraud,1
42,2000000.0,4,0.71,10,Investment Scam,1
94,150000.0,3,0.94,9,Investment Scam,0
43,8000.0,2,0.59,5,UPI Fraud,0
35,8000.0,2,5.29,11,UPI Fraud,0
104,45000.0,3,0.46,6,Phishing,0
26,250000.0,3,0.32,4,Job Scam,1
27,8000.0,1,1.34,9,UPI Fraud,0
12,45000.0,2,3.06,5,Phishing,1
15,15000.0,2,4.07,7,UPI Fraud,0
51,850000.0,3,2.1,13,Job Scam,0
21,50000.0,1,2.38,6,Card Fraud,0
19,85000.0,2,1.93,12,UPI Fraud,1
33,8000.0,2,0.62,10,UPI Fraud,0
51,1200000.0,2,2.35,5,Investment Scam,0
63,85000.0,2,1.14,7,UPI Fraud,0
72,2000000.0,2,0.2,10,Investment Scam,1
39,120000.0,3,1.82,9,Job Scam,0
116,300000.0,4,0.9,12,Investment Scam,0
30,250000.0,2,1.08,7,Job Scam,0
106,850000.0,3,0.33,8,Job Scam,1
45,20000.0,1,0.43,11,Card Fraud,0
8,25000.0,2,0.63,10,UPI Fraud,1
89,120000.0,3,2.11,13,Job Scam,0
207,1200000.0,2,0.49,5,Investment Scam,0
38,120000.0,2,1.21,11,UPI Fraud,0
51,300000.0,3,4.42,8,Investment Scam,0
10,48000.0,1,0.25,10,UPI Fraud,1
44,15000.0,1,0.92,6,UPI Fraud,0
18,75000.0,2,1.06,13,Phishing,1
4,48000.0,1,1.77,5,UPI Fraud,1
21,850000.0,3,0.78,11,Job Scam,1
63,2000000.0,5,0.47,7,Investment Scam,1
46,600000.0,4,1.45,10,Investment Scam,0
5,25000.0,3,0.69,8,UPI Fraud,1
90,150000.0,2,0.22,13,Phishing,1
20,300000.0,3,0.33,8,Investment Scam,1
66,85000.0,1,4.43,7,UPI Fraud,0
145,1200000.0,2,3.16,9,Investment Scam,0
96,250000.0,3,1.0,12,Job Scam,0
25,250000.0,2,0.27,9,Job Scam,1
110,150000.0,2,4.99,13,Investment Scam,0
67,1200000.0,3,1.61,10,Investment Scam,0
40,1200000.0,2,2.87,7,Investment Scam,0
87,2000000.0,3,3.07,6,Investment Scam,0
50,120000.0,2,3.12,10,UPI Fraud,0
51,120000.0,2,0.16,10,UPI Fraud,1
18,15000.0,1,1.64,8,UPI Fraud,0
9,20000.0,1,0.47,13,Card Fraud,1
121,850000.0,2,2.51,7,Job Scam,0
69,40000.0,1,0.87,10,Card Fraud,0
292,1200000.0,4,0.21,10,Investment Scam,1
26,15000.0,1,0.51,5,UPI Fraud,0
110,150000.0,3,1.09,11,Investment Scam,0
26,85000.0,2,5.11,10,UPI Fraud,0
52,150000.0,2,0.52,11,Investment Scam,0
4,48000.0,1,2.16,9,UPI Fraud,1
27,85000.0,2,0.6,8,UPI Fraud,1
36,150000.0,2,0.78,10,Phishing,0
3,40000.0,1,0.58,13,Card Fraud,1
6,20000.0,1,1.85,12,Card Fraud,1
72,25000.0,3,0.39,7,UPI Fraud,0
6,8000.0,2,0.89,9,UPI Fraud,1
11,10000.0,1,1.73,9,Card Fraud,1
41,50000.0,2,0.37,10,Job Scam,1
28,48000.0,1,0.33,10,UPI Fraud,0
21,15000.0,2,0.48,16,UPI Fraud,1
16,120000.0,2,0.56,14,UPI Fraud,1
20,2000000.0,4,2.31,10,Investment Scam,1
39,8000.0,3,0.53,10,UPI Fraud,0
42,20000.0,2,6.58,11,Phishing,0
28,45000.0,2,0.47,11,Phishing,0
39,2000000.0,2,1.39,9,Investment Scam,0
12,250000.0,3,0.62,13,Job Scam,1
42,1200000.0,3,0.73,14,Investment Scam,1
41,8000.0,3,0.17,10,UPI Fraud,1
13,25000.0,1,0.38,13,UPI Fraud,1
20,850000.0,2,0.56,5,Job Scam,1
14,15000.0,3,0.46,6,UPI Fraud,1
81,300000.0,2,3.34,12,Investment Scam,0
14,15000.0,1,1.44,5,UPI Fraud,0
43,15000.0,1,0.81,10,UPI Fraud,0
30,85000.0,2,1.78,8,UPI Fraud,0
8,120000.0,2,0.37,12,UPI Fraud,1
